,Name,Hometown,High School,Year,sport
9,Summer Agostino,"South Setauket, N.Y. ", Ward Melville,2023,womens-lacrosse
11,Melanie Welch,"Pearl River, N.Y. ", Academy of the Holy Angels,2023,womens-lacrosse
17,Erin Walsh,"Franklin, Mass. ", Franklin,2023,womens-lacrosse
21,Sophia Taglich,"Cold Spring Harbor, N.Y. ", Cold Spring Harbor HS,2023,womens-lacrosse
23,Hollie Schleicher,"Sag Harbor, N.Y. ", Westhampton Beach,2023,womens-lacrosse
24,Phoebe Day,"Canaan, N.H. ", St. Paul's,2023,womens-lacrosse
25,Julia Barry,"Duxbury, Mass. ", Duxbury,2023,womens-lacrosse
26,Jenn Medjid,"Garden City, N.Y. ", Garden City High School,2023,womens-lacrosse
2,Annie Walsh,"Franklin, Mass. ", Franklin,2022,womens-lacrosse
6,Caitlynn Mossman,"Towson, Md. ", Notre Dame Prep,2022,womens-lacrosse
7,Charlotte North,"Dallas, Texas ", Episcopal School of Dallas (Duke),2022,womens-lacrosse
19,Courtney Taylor,"Chalfont, Pa. ", CB South (Temple),2022,womens-lacrosse
26,Katie Riehl,"Cockeysville, Md. ", Roland Park County,2022,womens-lacrosse
7,Cailee Perettine,"Farmingdale, N.Y. ", Farmingdale HS,2021,womens-lacrosse
8,Maddie Cooney,"Rochester, Mass. ", Old Rochester Regional HS,2021,womens-lacrosse
11,Jillian Reilly,"Westwood, Mass. ", Westwood,2021,womens-lacrosse
12,Maggie Casey,"Garden City, N.Y. ", Sacred Heart Academy,2021,womens-lacrosse
14,Addison Kent,"Norwell, Mass. ", Norwell HS,2021,womens-lacrosse
16,Haley Cogliano,"Westford, Mass. ", Westford Academy,2021,womens-lacrosse
18,Sara O'Brien,"Chevy Chase, Md. ", Georgetown Visitation,2021,womens-lacrosse
19,Abbey Ngai,"Cold Spring Harbor, N.Y. ", Cold Spring Harbor HS,2021,womens-lacrosse
22,Cara Urbank,"Mineola, N.Y. ", Sacred Heart Academy,2021,womens-lacrosse
25,Grace Arthur,"Marblehead, Mass. ", Marblehead,2021,womens-lacrosse
26,Mary McWright,"Baldwin, Md. ", Maryvale Prep,2021,womens-lacrosse
28,Bridget Simmons,"Milton, Mass. ", Notre Dame Academy (Albany),2021,womens-lacrosse
35,Kait Devir,"Ridgewood, N.J. ", Ridgewood,2021,womens-lacrosse
2,Alex Finn,"Westwood, Mass. ", Westwood,2020,womens-lacrosse
3,Paisley Eagan,"Wilton, Conn. ", Wilton HS,2020,womens-lacrosse
9,Sheila Rietano,"Washington, D.C. ", The Potomac School,2020,womens-lacrosse
14,Morgan Tedeschi,"Scituate, Mass. ", Notre Dame Academy,2020,womens-lacrosse
18,Kate Taylor,"Kensington, Md. ", Academy of the Holy Cross,2020,womens-lacrosse
23,Jordan Lappin,"Morrisville, N.C. ", Cardinal Gibbons HS,2020,womens-lacrosse
26,Olivia Malamphy,"Crofton, Md. ", Archbishop Spalding,2020,womens-lacrosse
0,Sam Apuzzo,"West Babylon, N.Y. ", West Babylon,2019,womens-lacrosse
1,Elizabeth Miller,"New Canaan, Conn. ", New Canaan,2019,womens-lacrosse
6,Christina Walsh,"Franklin, Mass. ", St. Mark's School,2019,womens-lacrosse
16,Dempsey Arsenault,"New Hampton, N.H. ", New Hampton,2019,womens-lacrosse
21,Taylor Walker,"Glastonbury, Conn. ", Glastonbury,2019,womens-lacrosse
24,Brooke Troy,"Westwood, Mass. ", Westwood,2019,womens-lacrosse
25,Hannah Hyatt,"Park City, Utah ", Park City,2019,womens-lacrosse
26,Lauren Daly,"Shoreham, N.Y. ", Shoreham-Wading River,2019,womens-lacrosse
3,Tess Chandler,"Hopkinton, Mass. ", Hopkinton,2018,womens-lacrosse
4,Kaileen Hart,"Babylon, N.Y. ", Babylon,2018,womens-lacrosse
7,Carly Bell,"Mill Valley, Calif. ", Saint Ignatius,2018,womens-lacrosse
9,Emma Schurr,"Somers, N.Y. ", Somers,2018,womens-lacrosse
23,Tara Schurr,"Somers, N.Y. ", Somers,2018,womens-lacrosse
24,Caroline Peters,"Rockville, Md. ", Our Lady of Good Counsel,2018,womens-lacrosse
4,Ally Mayle,"San Carlos, Calif. ", Saint Ignatius,2017,womens-lacrosse
7,Mary Kate O'Neill,"Chatham, N.J. ", Chatham,2017,womens-lacrosse
11,Laura Frankenfield,"North Wales, Pa. ", Wissahickon,2017,womens-lacrosse
16,Kayla O'Connor,"Merrimac, Mass. ", The Governor's Academy,2017,womens-lacrosse
17,Kate Weeks,"Princeton, N.J. ", The Hun School,2017,womens-lacrosse
22,Zoe Ochoa,"Longmeadow, Mass. ", Longmeadow,2017,womens-lacrosse
0,Emily Zlevor,"Medfield, Mass. ", Medfield,2016,womens-lacrosse
4,Sarah Mannelly,"New Canaan, Conn. ", New Canaan,2016,womens-lacrosse
9,Kara Magley,"Newtown, Pa. ", Council Rock North,2016,womens-lacrosse
12,Kate Rich,"Westwood, Mass. ", Westwood,2016,womens-lacrosse
13,Molly Erdle,"Lone Tree, Colo. ", Mullen,2016,womens-lacrosse
14,Caroline Zaffino,"Darien, Conn. ", St. Paul's School,2016,womens-lacrosse
16,Mary Kensinger,"Scituate, Mass. ", Notre Dame Academy,2016,womens-lacrosse
17,Caroline Margolis,"Raleigh, N.C. ", The Ravenscroft School,2016,womens-lacrosse
1,Stephanie Sabatini,"Longmeadow, Mass. ", Longmeadow,2015,womens-lacrosse
2,Gieriet Bowen,"Kenilworth, Ill. ", Loyola Academy,2015,womens-lacrosse
7,Covie Stanwick,"Baltimore, Md. ", Notre Dame Prep,2015,womens-lacrosse
8,Mary Kate O'Neill,"Chatham, NJ ", Chatham,2015,womens-lacrosse
14,Madeline Soutter,"Barrington, R.I. ", Barrington,2015,womens-lacrosse
16,Mikaela Rix,"Garden City, N.Y. ", Garden City,2015,womens-lacrosse
17,Lauren Bronson,"Glastonbury, Conn. ", Glastonbury,2015,womens-lacrosse
21,Colby Goettelman,"Englewood, Colo. ", Cherry Creek,2015,womens-lacrosse
23,Rachel Igoe,"Framingham, Mass. ", Framingham,2015,womens-lacrosse
24,Kiley Anderson,"Killingworth, Conn. ", Haddam-Killingworth,2015,womens-lacrosse
27,Lindsey Reder,"Rosemont, Pa. ", Episcopal Academy,2015,womens-lacrosse
2,Kelly McNelis,"Millersville, Md. ", St Mary's,2014,womens-lacrosse
3,Brooke Blue,"Bethesda, Md. ", Stone Ridge,2014,womens-lacrosse
6,Carly Weilminster,"Ellicott City, Md. ", Mount Hebron,2014,womens-lacrosse
9,Kara O'Connell,"Norwell, Mass. ", Norwell,2014,womens-lacrosse
11,Moira Barry,"Framingham, Mass. ", Framingham,2014,womens-lacrosse
17,Kate McCarthy,"Longmeadow, Mass. ", The Loomis Chaffee School,2014,womens-lacrosse
20,Cali Ceglarski,"Darien, Conn. ", Darien,2014,womens-lacrosse
23,Claire Blohm,"Amityville, N.Y. ", St. Anthony's,2014,womens-lacrosse
24,Sheila Hill,"Oradell, N.J. ", Academy of the Holy Angels,2014,womens-lacrosse
28,Emily Mata,"Severna Park, Md. ", Severna Park,2014,womens-lacrosse
7,Ali Meagher,"Bow, N.H. ", Bow H.S.,2013,womens-lacrosse
11,Kathryn Riley,"Wrentham, Mass. ", King Philip,2013,womens-lacrosse
13,Jessie Coffield,"Alexandria, Va. ", St. Stephens & St. Agnes,2013,womens-lacrosse
19,Bridget Harrop,"Rumford, R.I. ", The Wheeler School,2013,womens-lacrosse
21,Kate Rooney,"Basking Ridge, N.J. ", Oak Knoll,2013,womens-lacrosse
3,Caroline Martignetti,"Winchester, Mass. ", Winchester H.S.,2012,womens-lacrosse
4,Kate Collins,"Alexandria, Va. ", St. Stephen's & St. Agnes,2012,womens-lacrosse
9,Brittany Wilton,"Garden City, N.Y. ", Garden City H.S.,2012,womens-lacrosse
11,Ginny Gummersall,"Wilmette, Ill. ", New Trier H.S.,2012,womens-lacrosse
12,Sam Taylor,"Topsfield, Mass. ", Pingree,2012,womens-lacrosse
14,Elizabeth Donovan,"Ridgewood, N.J. ", Ridgewood,2012,womens-lacrosse
18,Kristin Igoe,"Framingham, Mass. ", Framingham H.S.,2012,womens-lacrosse
19,Catherine Conway,"Acton, Mass. ", Acton-Boxborough H.S.,2012,womens-lacrosse
21,Meghan Conley,"Needham, Mass. ", Needham High School,2012,womens-lacrosse
24,Katherine Caufield,"Chatham, N.J. ", Oak Knoll,2012,womens-lacrosse
0,Jill Rekart,"Ellicott City, Md.",Mount Hebron,2011,womens-lacrosse
6,Hannah Alley,"Lake Forest, Ill.",Lake Forest,2011,womens-lacrosse
15,Caroline Barclay,"North Andover, Mass. ", North Andover,2011,womens-lacrosse
16,Delaney Brault,"Amherst, N.H. ", Souhegan,2011,womens-lacrosse
20,Jill Amo,"Ridgewood, N.J.",Ridgewood,2011,womens-lacrosse
23,Sheila Serafino,"Hamilton, Mass.",Hamilton-Wenham Regional,2011,womens-lacrosse
2,Blair Clancy,"Sea Cliff, N.Y.",North Shore,2010,womens-lacrosse
8,Suzanne Cannon,"Ho-Ho-Kus, N.J.",Northern Highlands,2010,womens-lacrosse
9,Lauren Costello,"Levittown, N.Y.",Holy Trinity,2010,womens-lacrosse
14,Peyton Killeen,"Lewes, Del.",Episcopal,2010,womens-lacrosse
16,Marissa Irwin,"Branford, Conn. ", Branford,2010,womens-lacrosse
20,Mary Stinson,"Princeton, N.J.",Hun School,2010,womens-lacrosse
23,Sophia Gouraige,"Summit, N.J. ", Kent Place,2010,womens-lacrosse
0,Neave Anderson,"Huntington Beach, Calif.",Mater Dei High School,2023,womens-rowing
1,Ruby Barnett,"Wilmette, Ill",New Trier Township High School,2023,womens-rowing
2,Lucy Barratt,"Greenwich, Conn.",Greenwich High School,2023,womens-rowing
3,Lauren Bauer,"East Amherst, NY",Nardin Academy,2023,womens-rowing
4,Lindsey Belgrad,"Paradise Valley, Ariz.",Rancho Solano Preparatory School,2023,womens-rowing
5,Sasha Bocek,"Newton, MA",Choate Rosemary Hall,2023,womens-rowing
6,Grace Bohan,"Santa Monica, Calif.",Choate Rosemary Hall,2023,womens-rowing
7,Ella Bruno,"Washington, D.C.",National Cathedral School,2023,womens-rowing
8,Charlotte Cochener,"Salisbury, Conn.",Kent School,2023,womens-rowing
9,Hannah Cochener,"Salisbury, Conn.",Kent School,2023,womens-rowing
10,Ellis Craige,"New York, NY",Spence,2023,womens-rowing
11,Lauren Craven,"Mclean, VA.",National Cathedral School,2023,womens-rowing
12,Molly Devine,"Phoenixville, Pa.",Villa Maria Academy,2023,womens-rowing
13,Phoebe DeVlieger,"Newtown Square, Pa.",Merion Mercy Academy,2023,womens-rowing
14,Jess DiPietrantonio,"Wayland, Mass.",Nobles and Greenough School,2023,womens-rowing
15,Alex Falco,"Manhasset, N.Y.",Manhasset HS,2023,womens-rowing
16,Sophie Fawcett,"Duxbury, Mass.",Middlesex School,2023,womens-rowing
17,Carly Griffin,"Marlton, N.J.",Haddonfield Memorial HS,2023,womens-rowing
18,Amanda Hall,"Westport, Conn.",New Canaan HS,2023,womens-rowing
19,Yaz Hallinan,"Millburn, N.J.",Millburn High School,2023,womens-rowing
20,Sarah Hammoud,"Greenwich, Conn.",King School,2023,womens-rowing
21,Olivia Hankey,"Westport, Conn.",Staples,2023,womens-rowing
22,Kate Hoesterey,"Scarsdale, N.Y.",Edgemont,2023,womens-rowing
23,Ally Johnson,"Willington, Conn.",Kent School,2023,womens-rowing
24,Ellie Kirk,"Rye, NY.",Rye High School,2023,womens-rowing
25,Sophia Kong,"Moraga, Calif.",Campolindo HS,2023,womens-rowing
26,Elizabeh Langhoff,"Bronxville, NY.",Bronxville High School,2023,womens-rowing
27,Curran McLaughlin,"Philadelphia, Pa.",Germantown Friends School,2023,womens-rowing
28,Lauren Meath,"Pittsford, NY.",Darien High School,2023,womens-rowing
29,Mandy Mozingo,"Darien, Conn.",Pittsford Mendon High School,2023,womens-rowing
30,Tiffany Oprea,"Downey, Calif.",Los Alamitos High School,2023,womens-rowing
31,Rachele Papineau,"Barrington, RI.",Providence Country Day,2023,womens-rowing
32,Claire Piacentini,"Boston, Mass.",Newman School,2023,womens-rowing
33,Brooke Picazio,"Sarasota, Fla.",Pine View School,2023,womens-rowing
34,Larrabee Pollack,"Greenwich, Conn.",Deerfield Academy,2023,womens-rowing
35,Chloe Reisinger,"Ballston Spa, NY.",Ballston Spa High School,2023,womens-rowing
36,Reagan Rock,"Mattapoisett, Mass.",Mattapoisett High School,2023,womens-rowing
37,Sierra Ross,"Dallas, Texas",Bishop Lynch High,2023,womens-rowing
38,Amelia Sanger,"Oakland, Calif.",Bishop O'Dowd,2023,womens-rowing
39,Kendra Schmidt,"Eugene, OR",South Eugene High School,2023,womens-rowing
40,Lauren Schramm,"Weston, Conn.",Weston High,2023,womens-rowing
41,Jennie Sherwood,"East Lyme, Conn.",East Lyme,2023,womens-rowing
42,Emma Smirl,"Winnetka, Ill.",Seattle Prep,2023,womens-rowing
43,Erin Smith,"Orina, Calif.",Miramonte High School,2023,womens-rowing
44,Peyton Smith,"Orinda, Calif.",Miramonte HS,2023,womens-rowing
45,Elliana Steely,"Paradise Valley, Ariz.",Xavier College Prep,2023,womens-rowing
46,Madelyn Stevens,"Osprey, Fla.",Venice High School,2023,womens-rowing
47,Kiki Stoker,"Pound Ridge, N.Y.",Fox Lane High School,2023,womens-rowing
48,Siara Suchanic,"York, Pa.",Central York High School,2023,womens-rowing
49,Bella Temkin,"Alamo, Calif.",Campolindo High School,2023,womens-rowing
50,Molly Welch,"Minnetonka, Minn.",Minnetonka High School,2023,womens-rowing
51,Chloe Wilkinson,"Riverside, Conn.",Greenwich High School,2023,womens-rowing
52,Grace Yi,"Cincinnati, Ohio",St. Ursula Academy,2023,womens-rowing
1,Denissa Ariestanto,,,2022,womens-rowing
8,Elizabeth Carey,"Belmont, Mass.",Belmont HS,2022,womens-rowing
14,Olivia Galluci,"Morristown, NJ.",Pingry School,2022,womens-rowing
26,Bridget Mooney,"Westfield, NJ.",Mt. St. Mary's,2022,womens-rowing
27,Kate Morrell,"Pittsford, NY.",Pittsford Mendon High School,2022,womens-rowing
29,Anna Murphy,"Boston, Mass.",The Winsor School,2022,womens-rowing
30,Kate O'Hara,"Medina, Wash.",International School,2022,womens-rowing
35,Emily Rockwell,"Norwell, Mass.",Norwell HS,2022,womens-rowing
38,Ella Sklar,"Houston, Texas",Choate Rosemary Hall,2022,womens-rowing
4,Emma Bonner,Haverford. Pa.,Agnes Irwin School,2021,womens-rowing
6,Rebecca Butler,"Buzzards Bay, Mass.",Falmouth Academy,2021,womens-rowing
8,Anna Coleman,"Westport, Conn.",Staples HS,2021,womens-rowing
9,Caitlin Cornacchia,"Rye, N.Y.",Rye,2021,womens-rowing
10,Alex DeLisle,"Miami Beach, Fla.",Miami Beach Senior High,2021,womens-rowing
13,Grace Dreyer,"Manhasset, N.Y.",Manhasset,2021,womens-rowing
14,Carmen Ewing,"Edmonds, Wash.",Holy Names Academy,2021,womens-rowing
16,Aemilia Ferreira,"Milton, Mass.",Milton,2021,womens-rowing
17,Mary Fitton,"Westport, Conn.",Staples,2021,womens-rowing
18,Isabelle Garrett,,,2021,womens-rowing
23,Sara Hanover,"San Marcos, Calif.",San Marcos HS,2021,womens-rowing
24,Alexandra Hulsebosch,"Mattapoisett, Mass.",Old Rochester,2021,womens-rowing
25,Monika Jagustyn,"Glen Cove, N.Y.",Our Lady of Mercy,2021,womens-rowing
27,Vivienne Kupiecki,"Edina, Minn.",Edina,2021,womens-rowing
28,Abigail Lapinski,"Mountaintop, Pa.",Holy Redeemer,2021,womens-rowing
29,Olivia Larder,"Miami Beach, Fla.",Miami Beach,2021,womens-rowing
30,Helen Love,"St. Louis, Mo.",Mary Institute Country Day School,2021,womens-rowing
31,Lucy Martinez,"Seattle, Wash.",Holy Names,2021,womens-rowing
32,Catherine Maslan,"Eagle, Colo.",Edwards,2021,womens-rowing
33,Grace McKenna,"Wantagh, N.Y.",Wantagh,2021,womens-rowing
36,Madison Miraglia,,,2021,womens-rowing
39,Emily O'Connor,,The Winsor School,2021,womens-rowing
42,Madeleine Palmer,"Sarasota, Fla.",Cardinal Mooney,2021,womens-rowing
44,Lily Parker,,,2021,womens-rowing
46,Elizabeth Polydefkis,"Baltimore, Md.",Bryn Mawr School,2021,womens-rowing
47,Alex Poole,"Dedham, Mass.",Noble and Greenough School,2021,womens-rowing
50,Ciara Santry,"Larchmont, N.Y.",Greenwich Academy,2021,womens-rowing
51,Brooke Schwab,"Westport, Conn.",Staples,2021,womens-rowing
52,Megan Shober,"Absecon, N.J.",Holy Spirit,2021,womens-rowing
55,Anna Stechschulte,"Leawood, Kan.",Pembroke Hill School,2021,womens-rowing
58,Alekhya Tebbe,"Seattle, Wash.",Issaquah HS,2021,womens-rowing
60,Elizabeth Turner,"Newport Beach, Calif.",Tarbut V' Torah,2021,womens-rowing
61,Shannon Walsh,"Hanover, N.H.",Hanover,2021,womens-rowing
1,Olivia Bernardini,"Wilton, Conn.",Wilton,2020,womens-rowing
5,Kimberly Burke,"New York, N.Y.",Poly Prep Country Day School,2020,womens-rowing
12,Lauren Duffy,"Winnetka, Ill.",New Trier,2020,womens-rowing
19,Meaghan Haughey,"Evanston, Ill.",Evanston Township HS,2020,womens-rowing
20,Regina Herrero Ampudia,"Mexico City, Mexico",Culver Academies,2020,womens-rowing
23,Annabel Kocks,"San Francisco, Calif.",Groton School,2020,womens-rowing
27,Alexa Liquori,"McLean, Va.",Cheyenne Mountain,2020,womens-rowing
28,Shannon-Nicole LoStracco,"Doylestown, Pa.",Mount Saint Joseph Academy,2020,womens-rowing
30,Alison McDonald,"Newton, Mass.",Newton South,2020,womens-rowing
31,Erin McDonald,Newton South,,2020,womens-rowing
34,Casey McNamara,"Brookline, Mass.",Ursuline Academy,2020,womens-rowing
35,Charlotte Moore,"Lexington, Mass.",Lexington Christian Academy,2020,womens-rowing
42,Sarah Sawyer,"Denver, Colo.",The Taft School,2020,womens-rowing
48,Jacqueline Taeubel,"Long Beach, Calif.",Mater Dei,2020,womens-rowing
49,Rachel Taeubel,"Long Beach, Calif.",Mater Dei,2020,womens-rowing
51,Caitlin Trottier,"Andover, Mass.",Andover,2020,womens-rowing
53,Emily Wagner,"Robbinsville, N.J.",Peddie School,2020,womens-rowing
5,Theo Caminiti,"Pelham, N.Y.",Pelham Memorial,2019,womens-rowing
6,Madeline Carlton,"Washington Crossing, Pa.",Mount Saint Joseph Academy,2019,womens-rowing
7,Olivia Christmann,"Mendham, N.J.",West Morris Mendham High,2019,womens-rowing
9,Natalie Cortopassi,"Stockton, Calif.",Saint Mary's High School,2019,womens-rowing
12,Alyssa Dunnington,"Seattle, Wash.",The Northwest School,2019,womens-rowing
16,Caroline Frantz,,,2019,womens-rowing
19,India Jennings,"Los Angeles, Calif.",Marymount High School,2019,womens-rowing
20,Kylie Kraemer,"Apple Valley, Minn.",Eastview High School,2019,womens-rowing
26,Alexia Mattos,"Saunderstown, R.I.",St. Mary's Academy Bay View,2019,womens-rowing
27,Allison May,"Simsbury, Conn.",Simsbury High School,2019,womens-rowing
32,Olivia Murphy,"Duxbury, Mass.",Duxbury High School,2019,womens-rowing
33,Grace Neilson,"Wellesley, Mass.",Wellesley,2019,womens-rowing
36,Katherine Popolo,"Dallas, Texas",Ursuline Academy of Dallas,2019,womens-rowing
42,Lilian Thompson,,,2019,womens-rowing
47,Anya Zhong,"Andover, Mass.",Phillips Academy,2019,womens-rowing
0,Abbi Audas,"Bethesda, Md.",Walt Whitman,2018,womens-rowing
1,Jamie Bange,"Levittown, N.Y.",Saint Anthony's,2018,womens-rowing
2,Katherine Bauer,"East Amherst, N.Y.",Nardin Academy,2018,womens-rowing
4,Grace Brzozowski,"Erie, Pa.",Mercyhurst Prep,2018,womens-rowing
11,Isabella DeGregorio,"Wyckoff, N.J.",Ridgewood,2018,womens-rowing
12,Katherine DeVlieger,"Newtown Square, Pa.",Merion Mercy Academy (Pa.),2018,womens-rowing
13,Lucy Diggs,"Richmond, Va.",Collegiate School,2018,womens-rowing
17,Danielle Eng,"Chicago, Ill.",Loyola Academy,2018,womens-rowing
20,Wai Sze Fong,"New York, N.Y.",Blair Academy,2018,womens-rowing
21,Katherine Fraser,"Dallas, Texas",The Hockaday School,2018,womens-rowing
22,Eleanor Fremont-Smith,"Newburyport, Mass.",Central Catholic,2018,womens-rowing
25,Juliana Jaskot,"Rosemont, Pa.",The Agnes Irwin School,2018,womens-rowing
28,Morgan Lamb,"Philadelphia, Pa.",Merion Mercy Academy,2018,womens-rowing
30,Jillian Lee,"North Scituate, R.I.",St. Mary's Academy Bay View,2018,womens-rowing
33,Megan Lydon,"Brighton, Mass.",Mount Alvernia,2018,womens-rowing
39,Olivia Rogus,"Chester, N.J.",West Morris Mendham,2018,womens-rowing
42,Morgan Smith,"Milton, Mass.",Milton,2018,womens-rowing
43,Gillian Swann,"Colleyville, Texas",Lawrence D. Bell,2018,womens-rowing
47,Christy Verhoog,"Wyckoff, N.J.",Indian Hills,2018,womens-rowing
49,Jessica Zettlemoyer,"Blue Bell, Pa.",Germantown Academy,2018,womens-rowing
0,Amanda Bakke,"Poughkeepsie, N.Y.",Arlington High School,2017,womens-rowing
3,Haley Bower,"Weston, Conn.",Weston High,2017,womens-rowing
5,Kelly Bungard,"Chelmsford, Mass.",Chelmsford,2017,womens-rowing
14,Kaitlyn Drohan,"Kennett Square, Pa.",Unionville High School,2017,womens-rowing
17,Jessica Ferrante,"Fairfield, Conn.",Fairfield Ludlowe,2017,womens-rowing
19,Caroline Hunt,"Old Brookville, N.Y.",Choate Rosemary Hall,2017,womens-rowing
20,Kristina Italiano,"Saugus, Mass.",Saugus,2017,womens-rowing
22,Elizabeth Johnson,"Rosemount, Minn.",Rosemount,2017,womens-rowing
23,Rebecca Karjian,"Seattle, Wash.",Seattle Academy of Arts and Sciences,2017,womens-rowing
24,Michela Karrash,"North Wales, Pa.",Mount Saint Joseph Academy,2017,womens-rowing
26,Kelsey Lally,"Bryn Mawr, Pa.",Radnor,2017,womens-rowing
32,Victoria Markow,"Norwalk, Conn.",Acad. of Our Lady of Mercy Lauralton Hall,2017,womens-rowing
35,Laura Mazziotta,"Bethesda, Md.",Walt Whitman,2017,womens-rowing
36,Meaghan McDonald,"Newton, Mass.",Newton South,2017,womens-rowing
37,Jacqueline McDonnell,"Arlington Heights, Ill.",Loyola Academy,2017,womens-rowing
38,Elizabeth McKernan,"Blue Bell, Pa.",Mount Saint Joseph Academy,2017,womens-rowing
39,Lauren Michelson,"New York, N.Y.",Marymount School of New York,2017,womens-rowing
40,Victoria Mulkern,"Milton, Mass.",Notre Dame Academy,2017,womens-rowing
42,Claire Orzel,"Newark, Del.",Archmere Academy (Del.),2017,womens-rowing
44,Gretchen Ray,"Macungie, Pa.",The Perkiomen School,2017,womens-rowing
0,Lucy Alexander,"Mars, Pa.",Oakland Catholic High School,2016,womens-rowing
1,Lydia Antrim,"Nahant, Mass.",Swampscott High School,2016,womens-rowing
4,Dagny Belak,"Darien, Conn.",Choate Rosemary Hall,2016,womens-rowing
6,Makenzy Brown,"Seattle, Wash.",Seattle Preparatory School,2016,womens-rowing
9,Elizabeth Calder,"Pelham, N.Y.",Pelham Memorial,2016,womens-rowing
11,Erika Charnley,"Short Hills, N.J.",Kent Place School,2016,womens-rowing
19,Carlson Given,"Evergreen, Colo.",Evergreen High School,2016,womens-rowing
20,Hilary Gould,"Winnetka, Ill.",New Trier,2016,womens-rowing
21,Farrell Granath,"Darien, Conn.",Academy of Our Lady of Mercy Lauralton Hall,2016,womens-rowing
22,Grace Grunau,"Milwaukee, Wis.",Divine Savior Holy Angels High School,2016,womens-rowing
24,Amanda Jenkins,"Wilton, Conn.",St. Luke's School,2016,womens-rowing
31,Louisa MacEwan,"Falmouth, Maine",Falmouth High School,2016,womens-rowing
32,Claire Mason,"Seattle, Wash.",Seattle Academy,2016,womens-rowing
36,Elizabeth McCulloh,"Durham, N.C.",Cardinal Gibbons High School,2016,womens-rowing
43,Claire Noble,"Dallas, Texas",The Hockaday School,2016,womens-rowing
46,Morgan Rann,"Somers Point, N.J.",Mainland Regional High School,2016,womens-rowing
49,Suzanne Schultz,"Cincinnati, Ohio",Seton,2016,womens-rowing
50,Anna Tenzinger,"Philadelphia, Pa.",Mount Saint Joseph Academy,2016,womens-rowing
51,Natalia Verde,"Miami, Fla.",Gulliver Preparatory,2016,womens-rowing
53,Isabelle Wyerman,"McLean, Va.",Mclean High School,2016,womens-rowing
54,Caitlin Yaccarino,"Cold Spring Harbor, N.Y.",Cold Spring Harbor High School,2016,womens-rowing
7,Madison Cann,"Wilmington, Del.",Tower Hill School,2015,womens-rowing
8,Megan Carney,"Glen Mills, Pa.",Archmere Academy (Del.),2015,womens-rowing
10,Haley Clarke,,,2015,womens-rowing
11,Isabelle Daellenbach,"Kenilworth, Ill.",New Trier Township,2015,womens-rowing
15,Catherine Goldberg,"Reisterstown, Md.",Bryn Mawr School,2015,womens-rowing
18,Lauren Hansford,"Dallas, Texas",Highland Park,2015,womens-rowing
19,Kylie Hasegawa,"Huntington Beach, Calif.",Huntington Beach,2015,womens-rowing
20,Caroline Henry,"Lake Forest, Ill.",Lake Forest,2015,womens-rowing
21,Michaela Jaffe,"Yardley, Pa.",Notre Dame (N.J.),2015,womens-rowing
25,Kelly Laughinghouse,"Fair Haven, N.J.",Rumson-Fair Haven Regional High,2015,womens-rowing
27,Haley Martin,"Long Beach, Calif.",Long Beach Wilson,2015,womens-rowing
30,Caitlain McDonald,"Newton, Mass.",Newton South,2015,womens-rowing
36,Kylie O'Connor,"Wilton, Conn.",Wilton High School,2015,womens-rowing
39,Jillian Raplee,"Freehold, N.J.",Peddie School,2015,womens-rowing
43,Sophie Spencer,"East Hampton, N.Y.",East Hampton,2015,womens-rowing
46,Paige Vignone,"Wyckoff, N.J.",Academy of the Holy Angels,2015,womens-rowing
47,Elizabeth Waltman,"Milton, Mass.",Thayer Academy,2015,womens-rowing
49,Ola Zaworski,"Arlington Heights, Ill.",Loyola Academy,2015,womens-rowing
0,Erin Anderson,"Bloomington, Minn. ", Convent of the Visitation,2014,womens-rowing
1,Amanda Bakke,"Poughkeepsie, N.Y. ", Arlington High School,2014,womens-rowing
2,Haley Bower,"Weston, Conn. ", Weston High,2014,womens-rowing
3,Makenzy Brown,"Seattle, Wash. ", Seattle Preparatory School,2014,womens-rowing
4,Kelly Bungard,"Chelmsford, Mass. ", Chelmsford,2014,womens-rowing
5,Elizabeth Calder,"Pelham, N.Y. ", Pelham Memorial,2014,womens-rowing
6,Megan Carney,"Glen Mills, Pa. ", Archmere Academy (Del.),2014,womens-rowing
7,Erika Charnley,"Short Hills, N.J. ", Kent Place School,2014,womens-rowing
9,Jessica Ferrante,"Fairfield, Conn. ", Fairfield Ludlowe,2014,womens-rowing
10,Catherine Goldberg,"Reisterstown, Md. ", Bryn Mawr School,2014,womens-rowing
11,Hilary Gould,"Winnetka, Ill. ", New Trier,2014,womens-rowing
12,Grace Grunau,"Milwaukee, Wis. ", Divine Savior Holy Angels High School,2014,womens-rowing
13,Kylie Hasegawa,"Huntington Beach, Calif. ", Huntington Beach,2014,womens-rowing
14,Caroline Henry,"Lake Forest, Ill. ", Lake Forest,2014,womens-rowing
15,Michaela Jaffe,"Yardley, Pa. ", Notre Dame (N.J.),2014,womens-rowing
16,Amanda Jenkins,"Wilton, Conn. ", St. Luke's School,2014,womens-rowing
17,Michela Karrash,"North Wales, Pa. ", Mount Saint Joseph Academy,2014,womens-rowing
18,Kelly Laughinghouse,"Fair Haven, N.J. ", Rumson-Fair Haven Regional High,2014,womens-rowing
19,Shannon Longworth,"Katonah, N.Y. ", Convent of the Sacred Heart,2014,womens-rowing
