,Name,Hometown,High School,Year,sport
5,Chino Anukwuem,"East Hanover, N.J.",Hanover Park,2016,wvball
6,Jasmine Burton,"West Hills, Calif.",Louisville,2016,wvball
7,Caroline Scrafford,"Lakeway, Texas",Lake Travis,2016,wvball
8,Kiley Banker,"West Lafayette, Ind.",Harrison,2016,wvball
9,Kat Young,"Chantilly, Va.",Chantilly,2016,wvball
10,Harley Sebastian,"Atlanta, Ga.",Lovett School,2016,wvball
11,Jennifer Wineholt,"San Diego, Calif.",Francis Parker,2016,wvball
12,Lexi Riccolo,"Wheaton, Ill.",St. Francis,2016,wvball
13,Haley Fauntleroy,"Winnetka, Ill.",New Trier,2016,wvball
14,Krystal Ejesieme,"Garland, Texas",Garland,2016,wvball
15,Meghan McDowell,"Clarendon Hills, Ill.",Hinsdale Central,2016,wvball
0,Alex Spencer,"North Canton, Ohio",Jackson,2017,wvball
1,Kelsey Miller,"Crestwood, Ky.",Oldham County,2017,wvball
2,Jane Horner,"Mission Viejo, Calif.",Santa Margarita Catholic,2017,wvball
3,Megan Wilson,"Brookeville, Md.",Sherwood,2017,wvball
4,Jelena Novakovic,"Belgrade, Serbia",,2017,wvball
5,Chino Anukwuem,"East Hanover, N.J.",Hanover Park,2017,wvball
6,Caroline Scrafford,"Lakeway, Texas",Lake Travis,2017,wvball
7,Kiley Banker,"West Lafayette, Ind.",Harrison,2017,wvball
8,Kat Young,"Chantilly, Va.",Chantilly,2017,wvball
9,Hannah Barcus,"Virginia Beach, Va.",Norfolk Academy,2017,wvball
10,Harley Sebastian,"Atlanta, Ga.",Lovett School,2017,wvball
11,Jennifer Wineholt,"San Diego, Calif.",Francis Parker,2017,wvball
12,Haley Fauntleroy,"Winnetka, Ill.",New Trier,2017,wvball
13,Sarah Billiard,"Matthews, N.C.",Covenant Day School,2017,wvball
14,Olivia Wolodkewitsch,"Omaha, Neb.",,2017,wvball
0,Alex Spencer,"North Canton, Ohio",Jackson,2018,wvball
1,Kelsey Miller,"Crestwood, Ky.",Oldham County,2018,wvball
2,Christine Jarman,"Boynton Beach, Fla.",Boca Raton,2018,wvball
3,Megan Wilson,"Brookeville, Md.",Sherwood,2018,wvball
4,Jelena Novakovic,"Belgrade, Serbia",,2018,wvball
5,Chino Anukwuem,"East Hanover, N.J.",Hanover Park,2018,wvball
6,Milla Ciprian,"St. John's, Fla.",Creekside,2018,wvball
7,Kiley Banker,"West Lafayette, Ind.",Harrison,2018,wvball
8,Kat Young,"Chantilly, Va.",Chantilly,2018,wvball
9,Hannah Barcus,"Virginia Beach, Va.",Norfolk Academy,2018,wvball
10,Jennifer Wineholt,"San Diego, Calif.",Francis Parker,2018,wvball
11,Grace Turner,"Cincinnati, Ohio",McNicholas HS,2018,wvball
12,Sarah Billiard,"Matthews, N.C.",Covenant Day School,2018,wvball
13,Kristen Leland,"Dallas, Texas",Episcopal School of Dallas,2018,wvball
14,Olivia Wolodkewitsch,"Omaha, Neb.",,2018,wvball
0,Josi Williams,"Leesburg, Va.",Loudoun County HS,2019,wvball
1,Alex Spencer,"North Canton, Ohio",Jackson,2019,wvball
2,Kelsey Miller,"Crestwood, Ky.",Oldham County,2019,wvball
3,Christine Jarman,"Boynton Beach, Fla.",Boca Raton,2019,wvball
4,Megan Wilson,"Brookeville, Md.",Sherwood,2019,wvball
5,Jelena Novakovic,"Belgrade, Serbia",,2019,wvball
6,Chino Anukwuem,"East Hanover, N.J.",Hanover Park,2019,wvball
7,Jayna Francis,"Virginia Beach, Va.",Princess Anne HS,2019,wvball
8,Maddie Boylston,"Mount Pleasant, S.C.",Wando HS,2019,wvball
9,Milla Ciprian,"St. John's, Fla.",Creekside,2019,wvball
10,Mattison Matthews,"Charleston, S.C.",Ashley Hall HS,2019,wvball
11,Jennifer Wineholt,"San Diego, Calif.",Francis Parker,2019,wvball
12,Grace Turner,"Cincinnati, Ohio",McNicholas HS,2019,wvball
13,Sarah Billiard,"Matthews, N.C.",Covenant Day School,2019,wvball
14,Kristen Leland,"Dallas, Texas",Episcopal School of Dallas,2019,wvball
15,Simone Dominique,"San Marino, Calif.",Notre Dame HS,2019,wvball
0,Josi Williams,"Leesburg, Va.",Loudoun County HS,2020,wvball
1,Alex Spencer,"North Canton, Ohio",Jackson,2020,wvball
2,Christine Jarman,"Boynton Beach, Fla.",Boca Raton,2020,wvball
3,Megan Wilson,"Brookeville, Md.",Sherwood,2020,wvball
4,Jayna Francis,"Virginia Beach, Va.",Princess Anne HS,2020,wvball
5,Maddie Boylston,"Mount Pleasant, S.C.",Wando HS,2020,wvball
6,Milla Ciprian,"St. John's, Fla.",Creekside HS,2020,wvball
7,Mattison Matthews,"Charleston, S.C.",Ashley Hall HS,2020,wvball
8,Mary Shaffer,"Cincinnati, Ohio",Saint Ursula Academy,2020,wvball
9,Laila Rogers,"Rockville, Md.",Richard Montgomery,2020,wvball
10,Grace Turner,"Cincinnati, Ohio",McNicholas HS,2020,wvball
11,Czhen Beneby,"West Palm Beach, Fla.",Dreyfoos School for the Arts,2020,wvball
12,Sarah Billiard,"Matthews, N.C.",Covenant Day School,2020,wvball
13,Kristen Leland,"Dallas, Texas",Episcopal School of Dallas,2020,wvball
14,Simone Dominique,"San Marino, Calif.",Notre Dame HS,2020,wvball
15,Madison Morey,"Marietta, Ga.",Walton HS,2020,wvball
16,Hannah Prendergast,"Leesburg, Va.",Loudoun County HS,2020,wvball
0,Josi Williams,"Leesburg, Va.",Loudoun County HS,2021,wvball
1,Brooklyn Borum,"Sterling, Ill.",Sterling HS,2021,wvball
2,Abby Tadder,"San Diego, Calif.",Point Loma HS,2021,wvball
3,Ashley Le,"Plano, Texas",Plano West HS,2021,wvball
4,Alana Walker,"Chicago, Ill.",Whitney Young HS,2021,wvball
5,Jayna Francis,"Virginia Beach, Va.",Princess Anne HS,2021,wvball
6,Maddie Boylston,"Mount Pleasant, S.C.",Wando HS,2021,wvball
7,Mattison Matthews,"Charleston, S.C.",Ashley Hall HS,2021,wvball
8,Mary Shaffer,"Cincinnati, Ohio",Saint Ursula Academy,2021,wvball
9,Laila Rogers,"Rockville, Md.",Richard Montgomery,2021,wvball
10,Heyli Velasquez,"Wilmington, Del.",Ursuline Academy,2021,wvball
11,Grace Turner,"Cincinnati, Ohio",McNicholas HS,2021,wvball
12,Czhen Beneby,"West Palm Beach, Fla.",Dreyfoos School for the Arts,2021,wvball
13,Kristen Leland,"Dallas, Texas",Episcopal School of Dallas,2021,wvball
14,Simone Dominique,"San Marino, Calif.",Notre Dame HS,2021,wvball
15,Madison Morey,"Marietta, Ga.",Walton HS,2021,wvball
16,Hannah Prendergast,"Leesburg, Va.",Loudoun County HS,2021,wvball
0,Josi Williams,"Leesburg, Va.",Loudoun County HS,2022,wvball
1,Brooklyn Borum,"Sterling, Ill.",Sterling HS,2022,wvball
2,Abby Tadder,"San Diego, Calif.",Point Loma HS,2022,wvball
3,Ashley Le,"Plano, Texas",Plano West HS,2022,wvball
4,Gabby Easton,"Anderson, S.C.",T.L. Hanna HS,2022,wvball
5,Kate Johnson,"Gainesville, Fla.",Buchholz HS,2022,wvball
6,Jayna Francis,"Virginia Beach, Va.",Princess Anne HS,2022,wvball
7,GG Carvacho,"Gallatin, Tenn.",Station Camp HS,2022,wvball
8,Mattison Matthews,"Charleston, S.C.",Ashley Hall HS,2022,wvball
9,Mary Shaffer,"Cincinnati, Ohio",Saint Ursula Academy,2022,wvball
10,Veresia Yon,"Tallahassee, Fla.",Lincoln HS,2022,wvball
11,Heyli Velasquez,"Wilmington, Del.",Ursuline Academy,2022,wvball
12,Grace Turner,"Cincinnati, Ohio",McNicholas HS,2022,wvball
13,Chloe Wilson,"Nashville, Tenn.",Harpeth HS,2022,wvball
14,Simone Dominique,"San Marino, Calif.",Notre Dame HS,2022,wvball
15,Madison Morey,"Marietta, Ga.",Walton HS,2022,wvball
0,Meredith Reeg,"Raleigh, N.C.",Cardinal Gibbons HS,2023,wvball
1,Brooklyn Borum,"Sterling, Ill.",Sterling HS,2023,wvball
2,Abby Tadder,"San Diego, Calif.",Point Loma HS,2023,wvball
3,Nala Cornegy,"Brooklyn, N.Y.",Episcopal HS,2023,wvball
4,Ashley Le,"Plano, Texas",Plano West HS,2023,wvball
5,Milan Gomillion,"Capitol Heights, Md.",Annapolis Area Christian School,2023,wvball
6,Kate Johnson,"Gainesville, Fla.",Buchholz HS,2023,wvball
7,Ciera Hecht,"Prosper, Texas",Prosper HS,2023,wvball
8,Lily Gervase,"Fuquay-Varina, N.C.",Harnett Central HS,2023,wvball
9,GG Carvacho,"Gallatin, Tenn.",Station Camp HS,2023,wvball
10,Veresia Yon,"Tallahassee, Fla.",Lincoln HS,2023,wvball
11,Heyli Velasquez,"Wilmington, Del.",Ursuline Academy,2023,wvball
12,Chloe Wilson,"Nashville, Tenn.",Harpeth HS,2023,wvball
13,Regan Trueblood,"Joliet, Ill",Plainfield Central HS,2023,wvball
14,Madison Morey,"Marietta, Ga.",Walton HS,2023,wvball
15,Lauryn Bowie,"Westerville, Ohio",Westerville South HS,2023,wvball
0,Greg Coholan,"Rochester, N.Y.",Irondequoit,2012,mlax
1,Carlson Milikin,"Richmond, Va.",Woodberry Forest,2012,mlax
2,Ryan Tucker,"Towson, Md.",The Gilman School,2012,mlax
3,Matt White,"Ridgefield, Conn.",Ridgefield,2012,mlax
4,Harry Prevas,"Towson, Md.",Gilman,2012,mlax
5,Tanner Scales,"Denver, Colo.",Regis Jesuit,2012,mlax
6,Matt Florence,"Greenwood Village, Colo.",Kent,2012,mlax
7,Carl Walrath,"Glen Mills, Pa.",Haverford School,2012,mlax
8,Will McNamara,"Haverford, Pa.",Haverford School,2012,mlax
9,Pat Harbeson,"Annapolis, Md.",DeMatha,2012,mlax
10,Tyler German,"Centreville, Md.",Queen Anne's,2012,mlax
11,Davi Sacco,"Fayetteville, N.Y.",Jamesville-DeWitt,2012,mlax
12,Owen Arsdale,"Charlottesville, Va.",St. Anne's-Belfield,2012,mlax
13,Taylor Michel,"Lutherville, Md.",St. Paul's,2012,mlax
14,Michael Howard,"Richmond, Va.",Collegiate School,2012,mlax
15,Frank Price,"Holly Springs, N.C.",Holly Springs,2012,mlax
16,Dan Marino,"Garden City, N.Y.",Garden City,2012,mlax
17,Greg Danseglio,"Islip Terrace, N.Y.",St. Anthony's,2012,mlax
18,Matt Cockerton,"Oshawa, Ontario",Paul Dwyer,2012,mlax
19,James Dahlheimer,"Medina, Ohio",Medina,2012,mlax
20,Tanner Ottenbreit,"Parker, Colo.",Regis Jesuit,2012,mlax
21,Rob Emery,"San Francisco, Calif.",St. Ignatius,2012,mlax
22,Blake Riley,"South Hamilton, Mass.",Governor's,2012,mlax
23,Mick Parks,"Kenilworth, Ill.",New Trier,2012,mlax
24,Scott McWilliams,"Mountain Lakes, N.J.",Mountain Lakes,2012,mlax
25,Dickson Smith,"Dover, Mass.",Holderness School,2012,mlax
26,Nick O'Reilly,"Rockville Centre, N.Y.",Southside,2012,mlax
27,Albert Kammler,"McLean, Va.",St. Albans,2012,mlax
28,Pat Glading,"Bethesda, Md.",Georgetown Prep,2012,mlax
29,James Pannell,"Smithtown, N.Y.",Smithtown West,2012,mlax
30,Jacob Ghitelman,"Cold Spring Harbor, N.Y.",Cold Spring Harbor/Deerfield Academy,2012,mlax
31,Zach Wood,"Aurora, Ill.",Metea Valley,2012,mlax
32,Charlie Streep,"New Canaan, Conn.",Loomis-Chaffee/Bucknell,2012,mlax
33,Bobby Hill,"West Chester, Pa.",Malvern Prep,2012,mlax
34,Matt Robertson,"Salem, Va.",Salem,2012,mlax
35,Daniel Lantz,"Middletown, Del.",Charter,2012,mlax
36,Conor McGee,"Baltimore, Md.",Gilman/Michigan,2012,mlax
37,Thompson Brown,"Richmond, Va.",St. Christopher's School,2012,mlax
38,Mark Cockerton,"Oshawa, Ontario",Paul Dwyer,2012,mlax
39,Rhody Heller,"Denver, Colo.",Regis Jesuit,2012,mlax
40,Chris LaPierre,"Medford, N.J.",Shawnee,2012,mlax
0,Greg Coholan,"Rochester, N.Y.",Irondequoit,2013,mlax
1,Carlson Milikin,"Richmond, Va.",Woodberry Forest,2013,mlax
2,Ryan Tucker,"Towson, Md.",The Gilman School,2013,mlax
3,Matt Emery,"San Francisco, Calif.",St. Ignatius Prep,2013,mlax
4,Ryan Lukacovic,"Syosset, N.Y.",Chaminade,2013,mlax
5,Tanner Scales,"Denver, Colo.",Regis Jesuit,2013,mlax
6,Matt Barrett,"Glenmoore, Pa.",Malvern Prep,2013,mlax
7,Pat Harbeson,"Annapolis, Md.",DeMatha,2013,mlax
8,Tyler German,"Centreville, Md.",Queen Anne's,2013,mlax
9,Davi Sacco,"Fayetteville, N.Y.",Jamesville-DeWitt,2013,mlax
10,Owen Arsdale,"Charlottesville, Va.",St. Anne's-Belfield,2013,mlax
11,Taylor Michel,"Lutherville, Md.",St. Paul's,2013,mlax
12,Michael Howard,"Richmond, Va.",Collegiate School,2013,mlax
13,Frank Price,"Holly Springs, N.C.",Holly Springs,2013,mlax
14,Dan Marino,"Garden City, N.Y.",Garden City,2013,mlax
15,Jeff Kratky,"Darien, Conn.",Taft School,2013,mlax
16,Greg Danseglio,"Islip Terrace, N.Y.",St. Anthony's,2013,mlax
17,James Dahlheimer,"Medina, Ohio",Medina,2013,mlax
18,Tanner Ottenbreit,"Parker, Colo.",Regis Jesuit,2013,mlax
19,Rob Emery,"San Francisco, Calif.",St. Ignatius,2013,mlax
20,Blake Riley,"South Hamilton, Mass.",Governor's,2013,mlax
21,Mick Parks,"Kenilworth, Ill.",New Trier,2013,mlax
22,Scott McWilliams,"Mountain Lakes, N.J.",Mountain Lakes,2013,mlax
23,Dickson Smith,"Dover, Mass.",Holderness School,2013,mlax
24,Albert Kammler,"McLean, Va.",St. Albans,2013,mlax
25,Pat Glading,"Bethesda, Md.",Georgetown Prep,2013,mlax
26,James Pannell,"Smithtown, N.Y.",Smithtown West,2013,mlax
27,Jacob Dean,"Medford, N.J.",Shawnee,2013,mlax
28,Zach Wood,"Aurora, Ill.",Metea Valley,2013,mlax
29,AJ Fish,"Grayslake, Ill.",Grayslake North,2013,mlax
30,Bobby Hill,"West Chester, Pa.",Malvern Prep,2013,mlax
31,Matt Robertson,"Salem, Va.",Salem,2013,mlax
32,Michael Rhoads,"McLean, Va.",Landon School,2013,mlax
33,Alec Webster,"Greenwich, Conn.",Deerfield Academy,2013,mlax
34,Thompson Brown,"Richmond, Va.",St. Christopher's School,2013,mlax
35,Mark Cockerton,"Oshawa, Ontario",Paul Dwyer,2013,mlax
36,Rhody Heller,"Denver, Colo.",Regis Jesuit,2013,mlax
37,Joe French,"Toronto, Ontario",,2013,mlax
38,Chris LaPierre,"Medford, N.J.",Shawnee,2013,mlax
39,Zed Williams,"Irving, N.Y.",Silver Creek,2013,mlax
40,Joseph Lisicky,"Chadds Ford, Pa.",,2013,mlax
41,Nate Menninger,"Newton, Mass.",,2013,mlax
0,Greg Coholan,"Rochester, N.Y.",Irondequoit,2014,mlax
1,Carlson Milikin,"Richmond, Va.",Woodberry Forest,2014,mlax
2,Ryan Tucker,"Towson, Md.",The Gilman School,2014,mlax
3,Matt Emery,"San Francisco, Calif.",St. Ignatius Prep,2014,mlax
4,Ryan Lukacovic,"Syosset, N.Y.",Chaminade,2014,mlax
5,Tanner Scales,"Denver, Colo.",Regis Jesuit,2014,mlax
6,Jack Falk,"Washington, D.C.",Landon School,2014,mlax
7,Cory Harris,"Fairfax, Va.",Oakton,2014,mlax
8,Matt Barrett,"Glenmoore, Pa.",Malvern Prep,2014,mlax
9,Mike D'Amario,"Niskayuna, N.Y.",Niskayuna,2014,mlax
10,Tyler Breen,"Shrewsbury, Mass.",Taft School (Conn.),2014,mlax
11,Tyler German,"Centreville, Md.",Queen Anne's,2014,mlax
12,Davi Sacco,"Fayetteville, N.Y.",Jamesville-DeWitt,2014,mlax
13,Owen Arsdale,"Charlottesville, Va.",St. Anne's-Belfield,2014,mlax
14,Will McNamara,"Haverford, Pa.",Haverford School,2014,mlax
15,Michael Howard,"Richmond, Va.",Collegiate School,2014,mlax
16,Townsend Brown,"Annandale, Va.",Georgetown Prep,2014,mlax
17,Dan Marino,"Garden City, N.Y.",Garden City,2014,mlax
18,Jeff Kratky,"Darien, Conn.",Taft School,2014,mlax
19,Will Railey,"Chevy Chase, Md.",Georgetown Prep,2014,mlax
20,Tanner Ottenbreit,"Parker, Colo.",Regis Jesuit,2014,mlax
21,Chase Campbell,"Baltimore, Md.",The Gilman School,2014,mlax
22,Scott Hooper,"Wakefield, R.I.",The Hotchkiss School (Conn.),2014,mlax
23,Cooper Fersen,"Dorset, Vt.",Berkshire School,2014,mlax
24,Dickson Smith,"Dover, Mass.",Holderness School,2014,mlax
25,Michael Rhoads,"McLean, Va.",Landon School,2014,mlax
26,Will Sipperly,"Falmouth, Maine",Taft School (Conn.),2014,mlax
27,James Pannell,"Smithtown, N.Y.",Smithtown West,2014,mlax
28,Jacob Dean,"Medford, N.J.",Shawnee,2014,mlax
29,Zach Wood,"Aurora, Ill.",Metea Valley,2014,mlax
30,AJ Fish,"Grayslake, Ill.",Grayslake North,2014,mlax
31,Zed Williams,"Irving, N.Y.",Silver Creek,2014,mlax
32,Brandon Johnson,"McLean, Va.",Landon School,2014,mlax
33,Harry Gillespie,"Darien, Conn.",Darien,2014,mlax
34,Alec Webster,"Greenwich, Conn.",Deerfield Academy,2014,mlax
35,Thompson Brown,"Richmond, Va.",St. Christopher's School,2014,mlax
36,Joe French,"Toronto, Ontario",,2014,mlax
37,Logan Greco,"Hauppauge, N.Y.",Smithtown West,2014,mlax
38,Jason Murphy,"Vienna, Va.",Landon School,2014,mlax
39,Nate Menninger,"Newton, Mass.",,2014,mlax
0,Greg Coholan,"Rochester, N.Y.",Irondequoit,2015,mlax
1,Carlson Milikin,"Richmond, Va.",Woodberry Forest,2015,mlax
2,Phil Poquie,"Philadelphia, Pa.",Haverford School,2015,mlax
3,Matt Emery,"San Francisco, Calif.",St. Ignatius Prep,2015,mlax
4,Ryan Lukacovic,"Syosset, N.Y.",Chaminade,2015,mlax
5,Tanner Scales,"Denver, Colo.",Regis Jesuit,2015,mlax
6,Jack Falk,"Washington, D.C.",Landon School,2015,mlax
7,Cory Harris,"Fairfax, Va.",Oakton,2015,mlax
8,Matt Barrett,"Glenmoore, Pa.",Malvern Prep,2015,mlax
9,Mike D'Amario,"Niskayuna, N.Y.",Niskayuna,2015,mlax
10,Tyler Breen,"Shrewsbury, Mass.",Taft School (Conn.),2015,mlax
11,Tyler Kellogg,"Pawling, N.Y.",Trinity-Pawling School,2015,mlax
12,Lazare Zoungrana,"New Rochelle, N.Y.",Brunswick School (Conn.),2015,mlax
13,Matt Dziama,"Wellesley, Mass.",Wellesley/Deerfield Academy,2015,mlax
14,Will McNamara,"Haverford, Pa.",Haverford School,2015,mlax
15,Michael Howard,"Richmond, Va.",Collegiate School,2015,mlax
16,Townsend Brown,"Annandale, Va.",Georgetown Prep,2015,mlax
17,Dan Marino,"Garden City, N.Y.",Garden City,2015,mlax
18,Jeff Kratky,"Darien, Conn.",Taft School,2015,mlax
19,Dave Smith,"Medford, N.J.",Shawnee,2015,mlax
20,Will Railey,"Chevy Chase, Md.",Georgetown Prep,2015,mlax
21,Ryan Conrad,"Timonium, Md.",Loyola-Blakefield,2015,mlax
22,Chase Campbell,"Baltimore, Md.",The Gilman School,2015,mlax
23,Scott Hooper,"Wakefield, R.I.",The Hotchkiss School (Conn.),2015,mlax
24,Ryan Montgomery,"Garnet Valley, Pa.",The Tatnall School (Del.),2015,mlax
25,Cooper Fersen,"Dorset, Vt.",Berkshire School,2015,mlax
26,Dickson Smith,"Dover, Mass.",Holderness School,2015,mlax
27,Michael Rhoads,"McLean, Va.",Landon School,2015,mlax
28,Albert Kammler,"McLean, Va.",St. Albans,2015,mlax
29,Will Sipperly,"Falmouth, Maine",Taft School (Conn.),2015,mlax
30,James Pannell,"Smithtown, N.Y.",Smithtown West,2015,mlax
31,Jacob Dean,"Medford, N.J.",Shawnee,2015,mlax
32,Zach Wood,"Aurora, Ill.",Metea Valley,2015,mlax
33,AJ Fish,"Grayslake, Ill.",Grayslake North,2015,mlax
34,Zed Williams,"Irving, N.Y.",Silver Creek,2015,mlax
35,Harry Gillespie,"Darien, Conn.",Darien,2015,mlax
36,Alec Webster,"Greenwich, Conn.",Deerfield Academy,2015,mlax
37,Ryan Lamb,"Burke, Va.",Paul VI Catholic,2015,mlax
38,Theo Dol,"Georgetown, Ontario",Avon Old Farms School (Conn.),2015,mlax
39,Mikey Herring,"Dedham, Mass.",Avon Old Farms School (Conn.),2015,mlax
40,Joe French,"Toronto, Ontario",,2015,mlax
41,Logan Greco,"Hauppauge, N.Y.",Smithtown West,2015,mlax
42,Zach Ambrosino,"Dover, Mass.",Taft School (Conn.),2015,mlax
43,Jason Murphy,"Vienna, Va.",Landon School,2015,mlax
44,Nate Menninger,"Newton, Mass.",,2015,mlax
45,Nick Wood,"Aurora, Ill.",IMG Academy (Fla.),2015,mlax
0,Griffin Thompson,"Princeton, N.J.",Lawrenceville,2016,mlax
1,Michael Kraus,"New Canaan, Conn.",New Canaan,2016,mlax
2,Matt Emery,"San Francisco, Calif.",St. Ignatius Prep,2016,mlax
3,Ryan Lukacovic,"Syosset, N.Y.",Chaminade,2016,mlax
4,Tanner Scales,"Denver, Colo.",Regis Jesuit,2016,mlax
5,Jack Falk,"Washington, D.C.",Landon School,2016,mlax
6,Cory Harris,"Fairfax, Va.",Oakton,2016,mlax
7,Mike D'Amario,"Niskayuna, N.Y.",Niskayuna,2016,mlax
8,Cameron Stafford,"Greenwich, Conn.",Brunswick School,2016,mlax
9,Tyler Kellogg,"Pawling, N.Y.",Trinity-Pawling School,2016,mlax
10,Matt Dziama,"Wellesley, Mass.",Wellesley/Deerfield Academy,2016,mlax
11,Will McNamara,"Haverford, Pa.",Haverford School,2016,mlax
12,Michael Howard,"Richmond, Va.",Collegiate School,2016,mlax
13,Griffin Spolansky,"New York, N.Y.",Lawrenceville (N.J.),2016,mlax
14,Milan Murray,"Boston, Mass.",Thayer Academy,2016,mlax
15,Jeff Kratky,"Darien, Conn.",Taft School,2016,mlax
16,Dave Smith,"Medford, N.J.",Shawnee,2016,mlax
17,Will Railey,"Chevy Chase, Md.",Georgetown Prep,2016,mlax
18,Ryan Conrad,"Timonium, Md.",Loyola-Blakefield,2016,mlax
19,Sam Offutt,"Arlington, Va.",Gonzaga,2016,mlax
20,Chase Campbell,"Baltimore, Md.",The Gilman School,2016,mlax
21,Scott Hooper,"Wakefield, R.I.",The Hotchkiss School (Conn.),2016,mlax
22,Ryan Montgomery,"Garnet Valley, Pa.",The Tatnall School (Del.),2016,mlax
23,Cooper Fersen,"Dorset, Vt.",Berkshire School,2016,mlax
24,Jared Conners,"Pittsford, N.Y.",Pittsford,2016,mlax
25,Michael Rhoads,"McLean, Va.",Landon School,2016,mlax
26,Jack Reilly,"Berwyn, Pa.",Conestoga,2016,mlax
27,Will Sipperly,"Falmouth, Maine",Taft School (Conn.),2016,mlax
28,Dox Aitken,"Villanova, Pa.",Haverford,2016,mlax
29,William Hudson,"Baltimore, Md.",Westminster School (Ga.),2016,mlax
30,AJ Fish,"Grayslake, Ill.",Grayslake North,2016,mlax
31,Zed Williams,"Irving, N.Y.",Silver Creek,2016,mlax
32,Mitch Gordon,"Glen Arm, Md.",St. Paul's,2016,mlax
33,Alec Webster,"Greenwich, Conn.",Deerfield Academy,2016,mlax
34,Ryan Lamb,"Burke, Va.",Paul VI Catholic,2016,mlax
35,Theo Dol,"Georgetown, Ontario",Avon Old Farms School (Conn.),2016,mlax
36,Mikey Herring,"Dedham, Mass.",Avon Old Farms School (Conn.),2016,mlax
37,Joe French,"Toronto, Ontario",,2016,mlax
38,Logan Greco,"Hauppauge, N.Y.",Smithtown West,2016,mlax
39,Zach Ambrosino,"Dover, Mass.",Taft School (Conn.),2016,mlax
40,Jason Murphy,"Vienna, Va.",Landon School,2016,mlax
41,Lawson Pisani,"Aspen, Colo.",Hotchkiss School (Conn.),2016,mlax
42,Luke Brugel,"Great Falls, Va.",Paul VI/Deerfield Academy,2016,mlax
43,Wade Maloney,"Rumson, N.J.",Lawrenceville,2016,mlax
0,Michael Kraus,"New Canaan, Conn.",New Canaan,2017,mlax
1,Ian Laviano,"Laurel Hollow, N.Y.",Cold Spring Harbor,2017,mlax
2,Matt Emery,"San Francisco, Calif.",St. Ignatius Prep,2017,mlax
3,Matt Moore,"Garnet Valley, Pa.",Garnet Valley HS,2017,mlax
4,Dox Aitken,"Villanova, Pa.",Haverford,2017,mlax
5,Chris Merle,"Westhampton Beach, N.Y.",Westhampton Beach,2017,mlax
6,Cory Harris,"Fairfax, Va.",Oakton,2017,mlax
7,Will Rock,"McLean, Va.",Gonzaga,2017,mlax
8,Mike D'Amario,"Niskayuna, N.Y.",Niskayuna,2017,mlax
9,Cameron Stafford,"Greenwich, Conn.",Brunswick School,2017,mlax
10,Griffin Harris,"South Hamilton, Mass.",The Governors Academy,2017,mlax
11,Matt Dziama,"Wellesley, Mass.",Wellesley/Deerfield Academy,2017,mlax
12,Griffin Thompson,"Princeton, N.J.",Lawrenceville,2017,mlax
13,Kyle Kology,"Chatham, N.J.",Chatham,2017,mlax
14,Griffin Spolansky,"New York, N.Y.",Lawrenceville (N.J.),2017,mlax
15,Milan Murray,"Boston, Mass.",Thayer Academy,2017,mlax
16,Regan Quinn,"Rockville Centre, N.Y.",Chaminade,2017,mlax
17,Dave Smith,"Medford, N.J.",Shawnee,2017,mlax
18,Jarrett Jones,"Palos Verdes Estates, Calif.",Palos Verdes,2017,mlax
19,Ryan Conrad,"Timonium, Md.",Loyola-Blakefield,2017,mlax
20,Chase Campbell,"Baltimore, Md.",The Gilman School,2017,mlax
21,Scott Hooper,"Wakefield, R.I.",The Hotchkiss School (Conn.),2017,mlax
22,Jackson Appelt,"New Canaan, Conn.",New Canaan HS,2017,mlax
23,Cooper Fersen,"Dorset, Vt.",Berkshire School,2017,mlax
24,Jared Conners,"Pittsford, N.Y.",Pittsford,2017,mlax
25,Jack Reilly,"Berwyn, Pa.",Conestoga,2017,mlax
26,William Hudson,"Baltimore, Md.",Westminster School (Ga.),2017,mlax
27,John Fox,"New Canaan, Conn.",Brunswick School,2017,mlax
28,Justin Schwenk,"Royersford, Pa.",Spring-Ford,2017,mlax
29,Mitch Gordon,"Glen Arm, Md.",St. Paul's,2017,mlax
30,Alex Rode,"Timonium, Md.",St. Paul's,2017,mlax
31,Ryan Lamb,"Burke, Va.",Paul VI Catholic,2017,mlax
32,Theo Dol,"Georgetown, Ontario",Avon Old Farms School (Conn.),2017,mlax
33,Mikey Herring,"Dedham, Mass.",Avon Old Farms School (Conn.),2017,mlax
34,Logan Greco,"Hauppauge, N.Y.",Smithtown West,2017,mlax
35,Zach Ambrosino,"Dover, Mass.",Taft School (Conn.),2017,mlax
36,Ryan Pride,"McLean, Va.",The Landon School,2017,mlax
37,Lawson Pisani,"Aspen, Colo.",Hotchkiss School (Conn.),2017,mlax
38,Luke Brugel,"Great Falls, Va.",Paul VI/Deerfield Academy,2017,mlax
39,Jack Peele,"McLean, Va.",The Potomac School,2017,mlax
40,Wade Maloney,Lawrenceville,Lawrenceville,2017,mlax
0,Michael Kraus,"New Canaan, Conn.",New Canaan,2018,mlax
1,Ian Laviano,"Laurel Hollow, N.Y.",Cold Spring Harbor,2018,mlax
2,Jeff Conner,"Wallingford, Pa.",Strath Haven HS,2018,mlax
3,Matt Moore,"Garnet Valley, Pa.",Garnet Valley HS,2018,mlax
4,Dox Aitken,"Villanova, Pa.",Haverford,2018,mlax
